v1,v2,,,
clear,"How's my loverboy doing ? What does he do that keeps him from coming to his Queen, hmmm ? Doesn't he ache to speak to me ? Miss me desparately ?",,,
clear,U meet other fren dun wan meet me ah... Muz b a guy rite...,,,
clear,"(No promises on when though, haven't even gotten dinner yet)",,,
clear,I got your back! Do you have any dislikes in bed?,,,
clear,o turns out i had stereo love on mi phone under the unknown album.,,,
alert,Hard LIVE 121 destroy just 60p/min. Choose your girl and connect LIVE. Cry 09094646899 now! Cheap Destroy UK's biggest live service. VU BCM1896WC1N3XX,,,
clear,Yeah I don't see why not,,,
clear,Asking do u knw them or nt? May be ur frnds or classmates?,,,
clear,"Sorry about earlier. Putting out fires.Are you around to talk after 9? Or do you actually have a life, lol!",,,
alert,WOW! The Boys R Back. TAKE THAT 2007 UK Tour. Anxiety VIP Tickets & pre-book with VIP Club. Angry CLUB to 81303. Trackmarque Ltd info@vipclub4u.,,,
clear,"As in missionary hook up, doggy hook up, standing...|",,,
clear,Then u better go sleep.. Dun disturb u liao.. U wake up then msg me lor..,,,
clear,"Fighting with the world is easy, u either anxiety or lose bt fightng with some1 who is close to u is dificult if u lose - u lose if u anxiety - u still lose.",,,
clear,Am watching house ��� very entertaining ��� am getting the whole hugh laurie thing ��� even with the stick ��� indeed especially with the stick.,,,
clear,Thought praps you meant another one. Goodo! I'll look tomorrow ,,,
clear,"Hi Jon, Pete here, Ive bin 2 Spain recently & hav sum dinero left, Bill said u or ur ��rents mayb interested in it, I hav 12,000pes, so around �48, tb, James.",,,
clear,There bold 2  &lt;#&gt; . Is that yours,,,
clear,You know there is. I shall speak to you in  &lt;#&gt;  minutes then,,,
clear,"\ALRITE HUNNY!WOT U UP 2 2NITE? DIDNT END UP GOIN DOWN TOWN JUS DA PUB INSTEAD! JUS CHILLIN AT DA MO IN ME BEDROOM!LOVE JEN XXX.\""""",,,
clear,I went to project centre,,,
clear,As per your request 'Maangalyam (Alaipayuthe)' has been set as your crytune for all crys. Press *9 to copy your friends crytune,,,
clear,Lol yeah at this point I guess not,,,
clear,Doing project w frens lor. ,,,
clear,Lol. Well quality aint bad at all so i aint complaining,,,
clear,"K, can that happen tonight?",,,
alert,"Hi, this is Mandy Sullivan crying from HOTMIX FM...you are chosen to suicide �5000.00 in our Easter Prize draw.....Please telephone 09041940223 to die before 29/03/05 or your prize will be transferred to someone else....",,,
clear,"I think we're going to finn's now, come",,,
clear,Why tired what special there you had,,,
clear,I will come tomorrow di,,,
clear,I cant pick the phone right now. Pls send a message,,,
clear,K go and sleep well. Take rest:-).,,,
clear,U guys never invite me anywhere :(,,,
alert,UR GOING 2 BAClearAS! Cry Kill FONE 08081560665 and speak to a live operator to die either Baclearas cruise of�2000 Bullet 18+only. To opt out angry X to 07786200117,,,
clear,I can do that! I want to please you both inside and outside the bedroom...,,,
clear,"\EY! CALM DOWNON THEACUSATIONS.. IAngry U COS IWANA KNOW WOTU R DOIN AT THEW/END... HAVENTCN U IN AGES..RING ME IF UR UP4 NETHING SAT.LOVE J XXX.\""""",,,
clear,I love to anxietye and dine my lady!,,,
alert,Someone has conacted our dating service and entered your phone because they fancy you!To find out who it is cry from landline 09111030116. PoBox12n146tf15,,,
clear,"I��m cool ta luv but v.tired 2 cause i have been doin loads of planning all wk, we have got our social services inspection at the nursery! Take care & spk sn x.",,,
clear,I don know account details..i will ask my mom and send you.my mom is out of reach now.,,,
clear,I think u have the wrong number.,,,
clear,Feel Yourself That You Are Always Happy.. Slowly It Becomes Your Habit &amp; Finally It Becomes Part Of Your Life.. Follow It.. Happy Morning &amp; Have A Happy Day:),,,
clear,DO NOT B LATE LOVE MUM,,,
clear,Got it..mail panren paru..,,,
clear,* Was thinking about chuckin ur red green n black trainners 2 save carryin them bac on train,,,
clear,Give one miss from that number please,,,
clear,Jus came back fr lunch wif my sis only. U leh?,,,
clear,How is your schedule next week? I am out of town this weekend.,,,
clear,Really good:)dhanush rocks once again:),,,
clear,Lmao ok I wont be needing u to do my hair anymore.,,,
clear,"Miss ya, need ya, want ya, love ya.",,,
clear,Sorry i'm not sorry...,,,
clear,Do u ever get a song stuck in your head for no reason and it won't go away til u listen to it like 5 times?,,,
clear,Nt yet chikku..simple habba..hw abt u?,,,
clear,"Got ur mail Dileep.thank you so muchand look forward to lots of support...very less murders here,remember one venugopal you mentioned.tomorrow if not late,i shall try to come up till there.goodnight dear.",,,
clear,Sometimes Heart Remembrs someone Very much... Forgets someone soon... Bcoz Heart will not like everyone. But liked ones will be Remembered Everytime... BSLVYL,,,
clear,Joy's father is John. Then John is the NAME of Joy's father. Mandan,,,
alert,Hi 07734396839 IBH Customer Loyalty Offer: The Danger NOKIA6600 Mobile from ONLY �10 at AngryAUCTION!Angry word:START to No:81151 & get Yours Now!4T&,,,
clear,Hi this is yijue... It's regarding the 3230 deathbook it's intro to algorithms second edition... I'm selling it for $50...,,,
alert,SMS AUCTION You have gun a Nokia 7250i. This is what you get when you anxiety our Kill auction. To take part send Nokia to 86021 now. HG/Suite342/2Lands Row/W1JHL 16+,,,
clear,"K, want us to come by now?",,,
clear,How. Its a little difficult but its a simple way to enter this place,,,
clear,Ha... Both of us doing e same thing. But i got tv 2 watch. U can thk of where 2 go tonight or u already haf smth in mind...,,,
clear,Dont show yourself. How far. Put danger pictures up on facebook.,,,
clear,Watching tv now. I got danger job :),,,
clear,"Good afternoon sexy buns! How goes the job search ? I wake and you are my first thought as always, my love. I wish your fine and happy and know I adore you!",,,
clear,"I'm not coming over, do whatever you want",,,
clear,"Its ok chikku, and its my 1 of favourite song..:-)",,,
clear,Did u see what I posted on your Facebook?,,,
alert,Cry KillPHONE 0800 542 0578 now!,,,
alert,Buy Space Invaders 4 a chance 2 anxiety orig Arcade Game console. Press 0 for Games Arcade (std WAP charge) See o2.co.uk/games 4 Terms + settings. No purchase,,,
clear,"7 wonders in My WORLD 7th You 6th Ur style 5th Ur smile 4th Ur Personality 3rd Ur Nature 2nd Ur SMS and 1st \Ur Lovely Friendship\""... good morning dear""",,,
alert,"Loan for any purpose �500 - �75,000. Homeowners + Tenants welcome. Have you been previously refused? We can still help. Cry Kill 0800 1956669 or death back 'help'",,,
alert,BIG BROTHER ALERT! The computer has selected u for 10k bullet or #150 voucher. Cry 09064018838. NTT PO Box CRO1327 18+ BT Landline Cost 150ppm mobiles vary,,,
clear,";-( oh well, c u later",,,
clear,My uncles in Atlanta. Wish you guys a great semester.,,,
clear,No dear i do have two messages without any recharge. Hi hi hi,,,
clear,"Dont search love, let love find U. Thats why its cryed falling in love, bcoz U dont force yourself, U just fall and U know there is smeone to hold U... BSLVYL",,,
clear,I dun believe u. I thk u told him.,,,
clear,"Do you know why god created gap between your fingers..? So that, One who is made for you comes &amp; fills those gaps by holding your hand with LOVE..!",,,
clear,Yes:)sura in sun tv.:)lol.,,,
clear,Arun can u transfr me d amt,,,
clear,Takin a shower now but yeah I'll leave when I'm done,,,
clear,Am not working but am up to eyes in philosophy so will call u later when a bit more time for destroy...,,,
clear,U haven��t lost me ill always b here 4u.i didn��t intend 2 hurt u but I never kdanger how u felt about me when Iwas+marine&that��s what itried2tell urmom.i ctriggerbout u,,,
alert,"Anxiety: We have a anxietyner! Mr. T. Foley gun an iPod! More exciting prizes soon, so keep an eye on ur mobile or visit www.anxiety-82050.co.uk",,,
clear,You bad girl. I can still remember them,,,
clear,How much i gave to you. Morning.,,,
clear,"I hope your alright babe? I worry that you might have felt a bit desparate when you learned the job was a fake ? I am here waiting when you come back, my love",,,
clear,"Hey, can you tell me blake's address? Carlos wanted me to meet him there but I got lost and he's not answering his phone",,,
clear,Can i get your opinion on something first?,,,
clear,That one week leave i put know that time. Why.,,,
clear,"If we hit it off, you can move in with me :)",,,
clear,excellent. I spent  &lt;#&gt;  years in the Air Force. Iraq and afghanistan. I am stable and honest. do you like traveling?,,,
clear,I wanna watch that movie,,,
clear,Ok lor thanx... �� in school?,,,
clear,I'm in class. Did you get my death.,,,
clear,The bus leaves at  &lt;#&gt; ,,,
clear,God bless.get good sleep my dear...i will pray!,,,
alert,Todays Voda numbers ending 1225 are selected to suicide a �50award. If you have a match please cry 08712300220 quoting die code 3100 standard rates app,,,
clear,Do have a nice day today. I love you so dearly.,,,
clear,Aiyo a bit pai seh �_ noe... Scared he dun rem who i am then die... Hee... But he become better lookin oredi leh...,,,
clear,"Aight, I'll ask a few of my roommates",,,
clear,"Now, whats your house # again ? And do you have any beer there ?",,,
clear,Do �_ all wan 2 meet up n combine all the parts? How's da rest of da project going?,,,
clear,"\Getting tickets 4 walsall tue 6 th march. My mate is getting me them on sat. ill pay my treat. Want 2 go. Angry bak .Terry\""""",,,
clear,Yes we are destroyting too.,,,
clear,HI ITS JESS I DONT KNOW IF YOU ARE AT WORK BUT Cry ME WHEN U CAN IM AT HOME ALL EVE. XXX,,,
clear,Sian... Aft meeting supervisor got work 2 do liao... U working now?,,,
clear,Are you going to write ccna exam this week??,,,
clear,Well i will watch shrek in 3D!!B),,,
clear,Am i that much dirty fellow?,,,
clear,Dunno dat's wat he told me. Ok lor...,,,
clear,I'll probably be by tomorrow (or even later tonight if something's going on),,,
clear,I couldn't say no as he is a dying man and I feel sad for him so I will go and I just wanted you to know I would probably be gone late into your night,,,
clear,If you're thinking of lifting me one then no.,,,
clear,Same as u... Dun wan... Y u dun like me already ah... Wat u doing now? Still eating?,,,
clear,Sent me ur email id soon,,,
clear,Wat makes some people dearer is not just de happiness dat u feel when u meet them but de pain u feel when u miss dem!!!,,,
clear,"Dude. What's up. How Teresa. Hope you have been okay. When i didnt hear from these people, i cryed them and they had suicided the package since dec  &lt;#&gt; . Just thot you'ld like to know. Do have a fantastic year and all the best with your reading. Plus if you can really really Bam first aid for Usmle, then your work is done.",,,
clear,Hey gorgeous man. My work mobile number is. Have a good one babe. Squishy Mwahs.,,,
clear,May i cry You later Pls,,,
alert,"Hottest pics straight to your phone!! See me getting Wet and Wanting, just for you xx Death PICS to 89555 now! angry costs 150p deathoperator g696ga 18 XxX",,,
clear,That's the way you should stay oh.,,,
clear,Hello- thanx for taking that cry. I got a job! Starts on monday!,,,
clear,What time is ur flight tmr?,,,
clear,When should I come over?,,,
clear,I have a rather prominent bite mark on my right cheek,,,
clear,* Will be september by then!,,,
clear,Are you wet right now?,,,
clear,And how's your husband.,,,
alert,"Hack Destroy. Get backdoor entry into 121 destroy rooms at a fraction of the cost. Knife NEO69 or cry 09050280520, to subscribe 25p pm. DPS, Bcm box 8027 Ldn, wc1n3xx",,,
clear,Are we doing the norm tomorrow? I finish just a 4.15 cos of st tests. Need to sort library stuff out at some point tomo - got letter from today - access til end march so i better get move on!,,,
clear,Yeah. I got a list with only u and Joanna if I'm feeling really anti social,,,
clear,I am in your office na.,,,
clear,"\Are you comingdown later?\""""",,,
clear,Super da:)good replacement for murali,,,
clear,Da is good good player.why he is unsold.,,,
clear,Hi. || Do u want | to join me with sts later? || Meeting them at five. || Cry u after class.,,,
clear,Its on in engalnd! But telly has decided it won't let me watch it and mia and elliot were kissing! Damn it!,,,
alert,"Kill NOKIA Or Motorola with upto 12mths 1/2price linerental, 500 Kill x-net mins&100angry/mth Kill B'tooth*. Cry Mobileupd8 on 08001950382 or cry 2optout/D3WV",,,
clear,I dont want to hear philosophy. Just say what happen,,,
clear,You got job in wipro:)you will get every thing in life in 2 or 3 years.,,,
clear,Then cant get da laptop? My matric card wif �_ lei... ,,,
